Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,kfold
531,2,1,3,20,36.0,0,1,0,1
2840,1,1,2,40,24.0,31,2,0,1
2840,1,2,2,20,35.0,21,2,0,1
1212,1,1,2,20,15.0,4,2,0,1
448,2,1,3,20,31.0,0,3,2,1
375,1,1,2,20,20.0,10,1,0,1
1296,2,2,3,25,39.0,0,1,1,1
1478,2,2,3,60,46.0,0,2,0,1
984,2,1,2,15,15.0,20,2,0,1
1898,1,1,2,40,23.0,27,2,0,1
850,2,1,2,30,37.0,0,3,0,1
375,2,1,2,30,20.0,8,2,0,1
1576,2,1,3,20,17.0,0,3,0,1
731,2,1,2,10,14.0,7,2,0,1
1478,2,1,2,10,35.0,10,2,0,1
984,1,2,2,50,34.0,4,3,0,1
915,2,1,3,20,38.0,0,3,2,1
531,1,1,2,20,25.0,13,1,0,1
626,2,1,2,20,31.0,4,2,0,1
732,1,2,2,20,21.0,9,2,0,1
1212,1,1,2,20,41.0,1,3,0,1
625,1,1,2,30,17.0,15,1,0,1
283,1,2,2,25,17.0,4,2,0,1
1478,1,2,3,10,21.0,0,2,0,1
1478,1,1,2,30,24.0,20,3,1,1
677,1,2,2,15,10.0,10,2,0,1
851,1,2,2,60,25.0,21,3,0,1
916,1,1,2,20,27.0,14,3,0,1
1132,2,1,3,35,17.0,0,2,0,1
375,2,1,3,25,20.0,0,2,0,1
626,1,2,2,25,16.0,12,2,0,1
1786,1,2,2,20,17.0,27,3,0,1
2138,1,1,2,40,34.0,13,2,0,1
851,1,2,2,40,41.0,3,2,0,1
2999,2,1,2,20,30.0,15,3,0,1
1898,2,1,2,10,20.0,6,3,0,1
2015,1,1,2,30,37.0,17,3,0,1
531,1,1,2,30,32.0,2,2,0,1
915,1,2,2,15,30.0,10,1,0,1
531,2,1,3,20,30.0,0,1,1,1
984,1,1,2,20,20.0,15,1,0,1
311,1,2,2,20,20.0,2,2,0,1
677,1,2,2,50,20.0,18,3,0,1
2267,1,2,3,30,46.0,0,2,0,1
916,2,1,2,30,18.0,13,2,0,1
1056,1,2,2,25,30.0,12,3,0,1
2139,2,2,3,40,56.0,0,1,0,1
1297,2,2,3,15,45.0,0,3,0,1
2688,2,1,2,5,37.0,15,2,1,1
850,2,1,2,20,22.0,14,2,1,1
790,1,2,2,60,23.0,14,2,0,1
790,1,2,2,25,36.0,1,2,0,1
2999,1,1,3,10,60.0,0,3,1,1
1296,1,2,2,50,38.0,2,2,0,1
731,2,1,2,10,27.0,14,2,0,1
168,2,1,3,15,11.0,0,1,0,1
1212,1,2,2,40,30.0,9,2,0,1
375,2,2,3,40,31.0,0,3,0,1
2015,2,2,3,15,25.0,0,1,0,1
150,1,2,3,15,18.0,0,3,0,1
2138,2,2,3,30,48.0,0,1,1,1
2139,2,1,2,40,47.0,1,1,0,1
312,2,2,3,15,13.0,0,2,0,1
677,2,1,3,35,35.0,0,3,0,1
1785,2,1,2,5,13.0,19,2,0,1
232,1,2,3,10,11.0,0,1,0,1
2401,2,1,3,10,55.0,0,3,1,1
731,1,2,2,15,19.0,12,1,0,1
2840,1,1,2,20,37.0,10,2,1,1
209,2,2,3,30,20.0,0,2,0,1
1898,1,1,3,35,54.0,0,3,0,1
1898,2,1,2,20,35.0,15,1,0,1
984,1,2,2,20,27.0,5,1,0,1
2542,1,1,2,20,48.0,9,2,0,1
2401,1,2,2,20,24.0,34,1,0,1
311,2,2,3,5,27.0,0,3,0,1
1678,1,1,2,20,22.0,17,2,0,1
577,1,2,2,20,20.0,9,1,0,1
626,1,2,2,10,17.0,20,2,0,1
1478,2,1,2,20,42.0,3,2,0,1
2541,1,1,2,20,26.0,21,2,0,1
732,1,1,2,25,15.0,20,2,0,1
2401,1,2,3,40,54.0,0,2,2,1
1212,1,2,2,5,16.0,20,3,0,1
1296,2,1,2,15,22.0,17,1,1,1
1212,1,1,3,5,39.0,0,1,0,1
1056,2,1,2,10,8.0,10,2,0,1
1297,2,1,2,5,5.0,25,3,0,1
1898,1,2,2,30,53.0,1,2,0,1
1297,1,2,2,40,39.0,6,1,1,1
1898,2,1,2,15,7.0,5,2,0,1
1576,2,1,2,20,45.0,3,2,0,1
732,2,1,2,30,23.0,6,1,0,1
851,1,2,2,15,27.0,1,1,0,1
1132,1,1,3,20,40.0,0,1,1,1
3337,1,2,2,15,16.0,35,2,0,1
3164,2,1,3,20,57.0,0,3,1,1
2541,1,2,2,40,37.0,16,1,1,1
1385,1,2,2,40,32.0,4,2,1,1
915,2,2,3,15,30.0,0,2,0,1
851,1,1,2,25,37.0,0,2,0,1
3500,1,1,2,40,29.0,32,1,0,1
851,1,2,3,10,20.0,0,1,0,1
1478,1,2,2,25,33.0,9,2,0,1
188,1,2,2,45,14.0,0,2,0,1
1576,2,1,2,40,25.0,20,1,0,1
577,2,2,3,10,34.0,0,2,0,1
790,1,2,2,20,30.0,3,1,0,1
1132,1,1,2,20,18.0,19,1,0,1
1575,1,2,2,10,35.0,8,1,0,1
1898,1,1,3,30,49.0,0,1,1,1
850,1,2,3,10,29.0,0,3,0,1
1296,1,1,2,35,41.0,10,1,0,1
2267,2,1,2,10,41.0,12,1,1,1
577,2,2,3,30,31.0,0,1,0,1
3164,1,1,2,20,38.0,17,3,1,1
1132,1,1,2,40,36.0,4,3,0,1
168,1,2,2,30,15.0,1,2,0,1
1056,1,1,3,40,38.0,0,3,1,1
3337,1,1,2,10,46.0,16,2,0,1
625,2,1,2,10,11.0,19,2,0,1
2016,2,2,3,5,37.0,0,2,0,1
915,2,1,2,20,8.0,23,3,0,1
1212,1,2,2,30,37.0,2,1,0,1
1898,2,1,2,5,32.0,16,3,0,1
916,1,2,2,40,14.0,20,2,0,1
916,1,1,3,45,31.0,0,1,0,1
1297,1,1,2,40,25.0,20,2,1,1
1898,1,1,3,20,46.0,0,1,2,1
677,1,2,2,60,24.0,6,3,0,1
1576,1,2,2,60,34.0,10,2,0,1
1056,1,2,2,25,8.0,3,2,0,1
1898,1,1,2,20,16.0,29,1,0,1
2688,1,2,2,40,32.0,22,2,1,1
1132,1,1,2,40,24.0,18,1,0,1
984,1,2,2,45,37.0,1,2,0,1
1385,1,2,2,40,25.0,17,3,0,1
1786,1,2,2,40,21.0,20,2,0,1
789,1,1,2,50,35.0,5,3,0,1
2687,1,1,2,5,30.0,24,1,0,1
2401,1,2,2,10,28.0,32,3,0,1
851,1,1,2,40,23.0,19,2,0,1
1785,1,1,2,20,31.0,10,3,0,1
1786,1,2,3,30,50.0,0,2,1,1
488,1,1,2,20,32.0,1,2,0,1
1478,1,2,3,20,15.0,0,3,0,1
151,1,2,3,10,10.0,0,3,0,1
1056,2,1,2,5,27.0,15,2,0,1
232,1,2,2,20,10.0,4,2,0,1
984,1,1,2,40,21.0,17,2,0,1
2840,2,1,3,20,43.0,0,2,1,1
531,2,1,2,20,25.0,1,1,0,1
789,1,1,3,35,35.0,0,3,0,1
2401,1,1,2,10,25.0,25,1,1,1
1296,1,2,2,40,46.0,0,2,0,1
3165,1,1,2,20,17.0,23,1,1,1
1296,1,1,3,40,43.0,0,1,0,1
789,1,2,2,30,25.0,8,1,1,1
1478,1,2,2,30,38.0,2,1,0,1
915,2,2,3,50,30.0,0,3,0,1
2267,1,2,2,20,25.0,26,1,1,1
1786,2,1,2,40,40.0,3,2,0,1
2139,1,1,3,40,55.0,0,2,0,1
2542,2,2,3,20,48.0,0,2,0,1
3337,1,1,2,30,20.0,22,2,0,1
984,1,2,2,25,32.0,12,2,0,1
1132,2,1,2,10,23.0,13,3,0,1
2267,1,2,2,20,20.0,21,2,0,1
625,1,1,2,50,22.0,9,1,0,1
488,1,2,2,20,30.0,7,2,1,1
2138,2,1,2,20,27.0,23,2,0,1
2402,1,1,2,10,15.0,30,2,0,1
3500,1,1,2,10,15.0,47,1,0,1
1678,1,2,3,15,46.0,0,3,1,1
1385,2,2,3,20,43.0,0,1,1,1
626,1,2,2,30,30.0,5,2,0,1
790,1,1,3,40,21.0,0,2,0,1
488,2,2,3,40,35.0,0,2,1,1
731,1,1,2,10,31.0,1,3,0,1
488,2,1,2,20,24.0,3,2,0,1
375,2,1,3,20,30.0,0,1,0,1
3164,1,1,2,20,50.0,7,1,0,1
851,2,2,3,25,40.0,0,3,0,1
3165,2,1,2,20,24.0,15,2,0,1
1478,1,1,2,30,27.0,25,2,0,1
2688,1,2,2,20,43.0,21,1,0,1
2138,2,2,3,15,51.0,0,2,2,1
1898,1,1,3,15,45.0,0,1,1,1
2840,1,2,2,30,38.0,20,2,0,1
1478,1,2,2,20,43.0,2,1,0,1
577,1,1,2,60,29.0,8,2,0,1
789,2,1,2,40,29.0,1,1,0,1
1296,1,2,2,20,21.0,18,1,0,1
625,1,2,3,60,32.0,0,3,0,1
2688,1,2,2,20,15.0,37,2,1,1
1898,2,1,3,40,42.0,0,1,1,1
2840,1,1,2,5,16.0,37,3,0,1
1576,1,2,2,30,36.0,4,3,0,1
1576,1,1,2,40,27.0,8,2,0,1
916,1,1,2,40,32.0,9,1,0,1
984,2,1,3,20,37.0,0,2,0,1
488,2,1,2,20,20.0,12,2,0,1
2542,1,1,2,30,56.0,7,2,1,1
1056,1,2,2,60,35.0,3,2,0,1
2015,2,1,2,5,40.0,8,2,0,1
2267,1,2,2,10,43.0,5,3,0,1
1296,1,2,2,30,19.0,23,3,0,1
1385,1,1,2,25,40.0,2,3,0,1
2402,1,1,2,20,41.0,11,3,2,1
2840,1,2,2,40,39.0,18,2,0,1
1478,1,2,2,40,25.0,19,2,0,1
1678,1,2,2,40,42.0,4,1,1,1
915,1,2,2,50,39.0,9,3,1,1
677,1,1,1,0,0.0,0,2,1,1
1296,1,2,2,15,36.0,6,2,0,1
915,1,1,2,20,31.0,1,2,0,1
577,1,1,2,20,20.0,10,3,0,1
1132,2,1,2,10,38.0,4,2,0,1
168,1,2,3,5,24.0,0,2,0,1
851,1,2,3,15,42.0,0,3,0,1
2267,2,1,2,10,13.0,29,2,0,1
2542,2,1,2,5,35.0,13,2,0,1
2688,1,2,2,30,31.0,19,2,0,1
790,2,2,3,25,18.0,0,1,0,1
1478,1,2,2,5,45.0,2,1,0,1
342,1,2,3,15,32.0,0,2,0,1
984,1,1,2,20,35.0,9,2,1,1
577,1,1,3,5,40.0,0,3,0,1
2999,1,2,2,10,5.0,32,3,0,1
577,2,2,3,30,34.0,0,2,2,1
731,1,2,2,40,20.0,1,2,2,1
2138,1,1,3,20,54.0,0,1,1,1
448,1,2,3,45,27.0,0,2,0,1
2840,1,1,2,20,28.0,15,3,0,1
731,2,1,2,10,30.0,1,2,0,1
1296,1,1,3,60,45.0,0,2,0,1
2401,1,2,2,30,45.0,10,2,0,1
677,1,2,2,15,5.0,0,2,0,1
1478,1,1,3,10,51.0,0,2,0,1
2542,2,1,3,10,50.0,0,2,0,1
1056,1,1,3,60,40.0,0,2,1,1
790,1,1,3,20,31.0,0,2,0,1
677,1,2,2,20,14.0,17,2,0,1
626,1,1,3,25,42.0,0,3,0,1
1132,2,1,1,0,0.0,0,2,1,1
915,1,2,2,25,30.0,6,2,0,1
488,1,1,3,5,34.0,0,1,0,1
1678,1,1,3,20,52.0,0,2,1,1
342,1,2,2,15,24.0,1,1,0,1
2016,1,2,2,40,40.0,10,3,0,1
1898,2,1,2,10,8.0,26,2,1,1
577,2,1,2,10,26.0,7,2,0,1
2401,2,1,3,20,49.0,0,2,0,1
448,1,1,2,30,30.0,4,2,0,1
1678,1,2,2,30,30.0,24,2,0,1
1898,1,1,2,10,33.0,21,3,1,1
2401,1,2,2,20,33.0,17,1,0,1
625,2,1,2,20,12.0,14,1,0,1
1056,2,1,2,40,29.0,14,2,0,1
677,1,1,2,5,25.0,9,1,0,1
1785,2,1,2,30,40.0,4,2,0,1
851,1,2,2,20,36.0,4,1,0,1
1212,1,1,2,20,34.0,13,2,0,1
1678,1,2,2,40,37.0,5,3,0,1
1212,1,1,3,10,38.0,0,1,1,1
2016,1,2,3,10,48.0,0,1,0,1
2138,1,1,2,10,23.0,26,2,0,1
3336,1,1,2,20,18.0,36,1,0,1
3164,2,2,1,0,0.0,0,2,1,1
2401,2,1,2,20,36.0,16,2,0,1
731,1,2,2,50,19.0,15,3,0,1
2688,2,1,2,20,28.0,16,3,1,1
3164,1,1,2,10,31.0,39,2,0,1
1785,1,1,2,20,36.0,11,1,1,1
3500,1,2,2,5,35.0,23,2,0,1
2542,1,1,3,20,50.0,0,1,2,1
1132,1,2,2,25,32.0,1,3,0,1
1576,1,1,2,30,30.0,19,2,0,1
375,1,1,2,50,24.0,4,3,0,1
2840,1,1,2,30,27.0,28,2,1,1
984,2,1,2,5,15.0,19,1,1,1
311,2,2,3,20,6.0,0,2,0,1
789,1,2,2,50,36.0,1,1,0,1
2139,2,1,2,5,20.0,5,2,0,1
1212,1,2,2,40,45.0,0,3,0,1
1212,2,2,3,10,44.0,0,3,0,1
2401,1,2,2,30,48.0,2,2,0,1
1785,1,1,2,20,38.0,10,2,1,1
1212,1,2,2,15,31.0,29,3,0,1
1385,1,1,2,20,24.0,21,2,0,1
531,1,2,3,15,15.0,0,1,0,1
375,1,2,3,10,23.0,0,1,0,1
1785,1,1,2,20,30.0,19,2,2,1
1056,1,1,2,20,43.0,5,3,0,1
1132,2,1,2,10,7.0,26,1,0,1
342,1,2,3,40,18.0,0,1,0,1
2541,2,2,3,10,50.0,0,1,1,1
1132,2,1,2,30,29.0,12,2,0,1
256,1,1,2,20,45.0,8,1,0,1
1575,1,1,2,20,35.0,6,2,2,1
731,1,2,3,25,29.0,0,2,0,1
1786,1,1,2,45,43.0,5,1,0,1
2401,1,2,2,20,27.0,12,3,0,1
851,1,1,2,30,30.0,6,1,0,1
1056,1,2,2,20,37.0,5,1,0,1
1385,1,1,2,15,19.0,24,3,1,1
2687,1,2,2,30,22.0,32,2,0,1
1212,1,1,2,10,14.0,28,2,0,1
1478,1,1,2,20,16.0,25,2,0,1
2999,1,1,2,40,29.0,24,2,0,1
1056,1,2,3,5,22.0,0,1,0,1
915,1,2,2,40,28.0,9,3,0,1
3336,1,2,2,40,20.0,31,1,0,1
1132,1,2,2,15,16.0,23,3,0,1
789,1,2,2,20,14.0,17,3,1,1
531,2,1,3,25,36.0,0,3,0,1
1786,1,1,2,20,30.0,5,2,0,1
2999,1,1,2,25,31.0,21,2,0,1
1678,1,2,2,15,30.0,18,1,0,1
2688,1,2,2,45,48.0,7,2,1,1
257,2,2,3,60,21.0,0,2,0,1
790,1,2,2,20,17.0,15,2,0,1
1678,2,1,3,5,50.0,0,3,0,1
3336,1,1,2,30,25.0,36,2,0,1
1056,1,2,2,30,38.0,3,2,1,1
1678,1,2,2,20,18.0,18,3,0,1
1385,2,1,3,30,13.0,0,1,0,1
1898,1,2,2,30,15.0,19,3,0,1
2267,2,1,2,20,23.0,34,2,0,1
1785,1,2,3,5,49.0,0,2,1,1
1786,1,2,2,30,40.0,25,3,1,1
531,1,2,2,20,16.0,17,2,0,1
677,1,1,3,30,42.0,0,1,0,1
1575,1,1,3,30,46.0,0,1,2,1
1056,1,2,2,20,5.0,25,1,1,1
3336,1,2,2,25,49.0,7,2,0,1
984,1,1,2,40,25.0,22,3,0,1
1056,1,2,2,40,30.0,18,1,0,1
1132,1,2,2,10,25.0,13,2,0,1
1786,1,2,2,30,50.0,3,2,0,1
1212,2,1,2,45,39.0,2,1,0,1
1575,1,2,2,5,20.0,23,1,0,1
2267,2,2,3,10,52.0,0,2,1,1
448,1,1,2,40,20.0,2,3,0,1
851,2,1,3,10,20.0,0,1,1,1
1478,1,1,2,20,31.0,16,2,0,1
1385,1,2,2,10,28.0,17,3,0,1
2840,2,1,3,10,30.0,0,2,0,1
2541,1,1,2,40,43.0,12,1,1,1
1212,2,1,2,60,30.0,9,1,0,1
3164,2,2,3,15,60.0,0,1,0,1
1478,1,1,2,5,40.0,20,1,0,1
448,1,2,2,5,20.0,4,1,0,1
2542,2,1,2,40,25.0,16,3,0,1
1132,1,1,3,20,44.0,0,3,0,1
2401,2,1,2,15,43.0,10,2,0,1
488,1,2,2,20,10.0,11,1,0,1
1785,1,2,2,45,47.0,0,1,0,1
789,1,1,3,25,35.0,0,2,0,1
1212,2,1,2,20,43.0,0,1,0,1
489,1,1,2,40,32.0,4,2,0,1
3500,1,1,3,25,60.0,0,2,0,1
2267,1,2,2,40,32.0,19,3,0,1
1296,2,1,2,15,37.0,2,3,0,1
1786,1,2,2,15,12.0,29,2,0,1
1478,1,2,2,25,45.0,3,2,1,1
915,2,1,2,15,30.0,2,1,0,1
1056,2,1,2,5,10.0,1,3,0,1
625,1,1,2,25,12.0,12,2,0,1
851,1,2,2,60,34.0,2,3,0,1
1212,2,2,3,30,39.0,0,2,1,1
311,2,1,3,20,29.0,0,2,0,1
1385,1,2,2,45,32.0,11,2,0,1
2999,1,2,3,40,56.0,0,1,0,1
2016,2,2,3,5,48.0,0,2,0,1
2138,2,1,3,10,50.0,0,3,1,1
1132,1,2,3,10,27.0,0,1,0,1
2541,1,1,2,20,18.0,29,3,1,1
1678,1,1,2,15,37.0,7,3,1,1
2015,1,2,3,35,52.0,0,3,1,1
732,1,2,2,30,15.0,18,1,0,1
531,2,1,2,10,15.0,11,1,0,1
2401,1,2,2,20,41.0,13,1,0,1
1132,1,2,2,40,42.0,4,2,0,1
1785,1,1,3,5,39.0,0,1,1,1
984,1,1,2,40,17.0,18,3,0,1
312,2,1,3,30,21.0,0,2,0,1
2401,1,1,2,10,45.0,7,3,1,1
790,1,2,2,10,29.0,3,1,0,1
1297,2,2,3,20,15.0,0,1,0,1
3336,1,1,2,20,54.0,4,1,1,1
2138,1,2,2,40,44.0,2,3,0,1
1678,1,2,3,35,40.0,0,2,0,1
1132,1,2,2,10,27.0,12,1,0,1
2016,1,2,3,60,46.0,0,2,0,1
677,1,2,3,10,33.0,0,3,0,1
1678,1,1,2,20,20.0,26,3,0,1
2999,2,1,2,10,30.0,26,2,0,1
1056,1,1,2,50,16.0,16,2,0,1
3336,1,2,2,15,48.0,6,1,1,1
2840,1,1,2,10,35.0,12,2,0,1
851,1,1,3,10,40.0,0,2,1,1
1478,1,1,3,20,51.0,0,2,1,1
1786,1,1,2,20,20.0,32,2,0,1
984,1,2,2,15,12.0,16,1,0,1
677,1,2,2,5,18.0,16,1,0,1
1678,1,1,2,10,28.0,11,1,0,1
789,1,2,2,25,21.0,14,1,0,1
1056,2,1,2,5,17.0,8,1,0,1
448,1,2,2,40,26.0,8,2,0,1
677,2,1,2,10,27.0,6,3,0,1
984,1,2,2,50,28.0,0,2,0,1
916,2,2,3,10,38.0,0,2,0,1
1056,2,1,2,5,12.0,27,2,0,1
1575,1,1,2,20,23.0,22,2,1,1
1296,1,1,3,30,43.0,0,1,1,1
2138,1,1,3,20,53.0,0,2,1,1
342,1,2,3,5,15.0,0,1,0,1
1478,1,1,2,40,12.0,25,2,0,1
2139,1,1,2,15,11.0,38,1,0,1
2139,2,1,3,25,40.0,0,2,0,1
1056,2,2,3,5,35.0,0,2,0,1
915,1,1,2,35,43.0,0,1,0,1
448,1,1,3,25,28.0,0,1,0,1
1385,2,2,3,10,40.0,0,2,1,1
1678,1,1,2,40,27.0,17,2,0,1
626,1,1,2,40,25.0,1,2,0,1
789,1,2,2,30,15.0,15,1,0,1
677,2,1,3,30,10.0,0,2,0,1
851,1,2,2,15,7.0,24,3,0,1
1056,2,1,3,15,40.0,0,3,2,1
2267,1,1,2,10,26.0,9,1,0,1
1132,1,2,2,50,30.0,15,3,0,1
1297,1,2,2,30,40.0,4,2,0,1
1212,1,2,2,40,37.0,1,2,0,1
1478,1,2,2,60,36.0,12,1,1,1
1056,1,2,2,30,20.0,25,2,0,1
1212,1,1,2,20,30.0,14,2,0,1
2688,1,2,3,30,47.0,0,3,0,1
1056,2,1,2,5,11.0,22,2,0,1
3500,2,2,3,40,60.0,0,3,0,1
1678,1,1,2,15,23.0,21,2,0,1
1212,1,1,2,30,17.0,24,3,0,1
1678,1,1,2,10,20.0,6,2,0,1
577,2,1,2,15,23.0,5,1,0,1
732,1,1,2,20,25.0,5,2,0,1
256,2,1,3,20,14.0,0,1,0,1
3500,1,1,3,20,60.0,0,1,1,1
312,1,1,2,60,14.0,9,1,0,1
577,1,1,2,40,11.0,10,1,0,1
1056,1,2,2,40,14.0,25,1,0,1
1575,1,2,2,20,9.0,33,2,0,1
1898,1,2,3,10,54.0,0,2,0,1
1678,2,2,3,60,47.0,0,2,0,1
2267,1,2,2,10,38.0,19,2,1,1
256,1,2,3,10,19.0,0,2,0,1
1478,1,1,2,20,31.0,17,3,0,1
3500,1,2,2,40,15.0,42,3,0,1
1212,2,1,3,30,41.0,0,2,1,1
3164,1,2,2,30,39.0,18,3,0,1
3500,1,2,2,10,29.0,24,2,2,1
2541,1,2,2,20,42.0,21,3,0,1
2267,1,1,3,40,34.0,0,1,0,1
1056,1,2,3,20,39.0,0,2,2,1
1678,1,1,2,25,29.0,20,2,0,1
2688,1,2,2,20,25.0,31,2,0,1
2840,1,1,2,5,37.0,18,1,0,1
1898,2,1,3,20,40.0,0,2,1,1
1785,1,1,3,5,49.0,0,2,0,1
2541,2,1,3,40,55.0,0,1,0,1
2267,2,1,3,20,18.0,0,2,0,1
2401,1,1,2,20,45.0,9,2,0,1
283,1,2,3,80,20.0,0,2,0,1
790,1,2,2,10,14.0,23,1,0,1
677,2,2,3,10,13.0,0,1,0,1
732,1,2,2,80,31.0,6,2,0,1
1212,1,1,2,40,23.0,14,2,0,1
1678,1,2,2,5,5.0,29,2,0,1
411,2,1,2,40,24.0,7,2,0,1
2015,2,1,2,60,33.0,12,2,0,1
732,1,1,3,40,32.0,0,2,1,1
1898,1,2,2,80,50.0,0,2,0,1
625,1,1,2,30,26.0,7,1,0,1
410,2,1,2,25,29.0,0,3,0,1
489,1,2,2,40,23.0,3,2,0,1
2402,1,1,3,20,51.0,0,3,1,1
1297,1,1,2,40,28.0,12,2,0,1
625,1,1,2,60,24.0,8,1,0,1
677,1,2,2,15,23.0,12,2,0,1
1785,1,2,2,20,41.0,8,1,0,1
2139,1,1,2,30,26.0,17,2,0,1
1212,1,1,2,20,35.0,1,2,0,1
916,1,1,2,20,13.0,17,1,0,1
577,1,1,1,0,0.0,0,1,0,1
1478,1,2,2,20,30.0,5,3,0,1
448,1,1,2,40,29.0,1,2,0,1
1212,1,2,2,60,28.0,16,1,0,1
2688,1,2,2,15,20.0,38,3,0,1
2688,1,2,2,20,30.0,20,1,0,1
448,2,1,2,40,16.0,9,1,0,1
625,1,1,2,50,27.0,7,2,0,1
1898,1,2,2,20,35.0,6,3,0,1
1786,1,1,2,60,5.0,20,2,0,1
1478,2,2,3,30,37.0,0,2,0,1
677,2,1,2,5,9.0,8,2,0,1
3336,1,1,2,20,40.0,13,2,0,1
488,1,1,2,20,26.0,6,2,1,1
410,1,2,2,30,26.0,5,1,0,1
677,1,1,2,80,17.0,18,3,0,1
2401,1,1,2,20,44.0,8,2,1,1
732,2,1,2,15,30.0,6,2,0,1
677,1,2,2,45,28.0,7,2,0,1
150,2,2,3,40,18.0,0,2,0,1
731,2,1,3,5,26.0,0,2,0,1
625,1,2,2,20,14.0,10,1,0,1
1478,2,1,3,20,30.0,0,1,1,1
1056,2,1,3,5,37.0,0,2,1,1
2016,1,1,2,40,22.0,29,2,0,1
1785,1,1,2,20,44.0,2,1,0,1
1898,1,1,2,30,43.0,4,1,0,1
1297,2,1,2,20,30.0,0,2,0,1
851,2,1,2,50,35.0,0,1,0,1
1212,1,1,2,25,25.0,7,3,0,1
375,1,1,3,20,21.0,0,3,1,1
488,1,1,2,40,21.0,12,2,0,1
1576,1,1,2,60,43.0,1,1,1,1
3500,1,1,2,20,40.0,28,1,0,1
916,1,2,3,60,39.0,0,1,1,1
1786,1,2,2,30,34.0,15,1,0,1
3500,1,1,2,50,42.0,14,1,0,1
851,1,1,2,20,16.0,24,3,0,1
2138,1,1,2,20,46.0,6,2,1,1
916,1,1,2,10,37.0,0,3,0,1
851,2,2,3,35,37.0,0,2,0,1
1132,1,1,2,20,33.0,3,1,0,1
1212,2,1,3,10,44.0,0,3,1,1
915,2,1,3,20,36.0,0,1,1,1
1678,2,1,2,30,29.0,11,1,0,1
2138,1,1,2,50,45.0,4,2,0,1
2542,1,1,2,20,45.0,10,2,0,1
188,2,1,3,10,19.0,0,1,0,1
1056,1,1,2,40,20.0,15,2,0,1
342,1,1,3,25,25.0,0,2,0,1
915,1,2,2,5,36.0,0,3,0,1
1385,1,1,2,10,13.0,30,3,0,1
1056,1,2,2,10,15.0,13,1,0,1
677,1,2,2,20,22.0,10,2,0,1
2541,1,1,1,0,0.0,0,2,1,1
1212,1,1,2,40,33.0,2,1,1,1
1785,1,1,2,20,8.0,30,3,0,1
2402,1,1,2,40,35.0,12,2,1,1
2999,2,1,1,0,0.0,0,1,1,1
2139,1,1,2,10,15.0,18,3,0,1
577,1,2,2,5,29.0,3,2,0,1
2402,1,2,3,30,45.0,0,1,1,1
1478,1,2,2,40,10.0,21,1,0,1
731,1,1,2,50,22.0,14,2,0,1
677,1,2,2,30,18.0,3,2,0,1
1212,1,2,2,5,42.0,2,2,0,1
1212,2,1,2,25,43.0,0,2,0,1
916,1,2,2,50,33.0,5,2,0,1
2840,1,1,2,40,46.0,9,3,1,1
1898,1,1,2,10,24.0,32,3,0,1
625,2,2,3,15,13.0,0,2,0,1
1478,1,1,2,40,40.0,12,1,1,1
851,1,2,2,60,40.0,3,1,0,1
2542,1,1,2,40,24.0,26,2,0,1
2687,2,1,2,15,44.0,10,1,1,1
2840,1,1,2,10,36.0,19,2,0,1
1678,1,1,3,20,30.0,0,2,1,1
1385,1,1,2,25,20.0,21,2,0,1
2542,1,2,2,20,30.0,4,2,0,1
1297,1,2,2,50,30.0,12,3,0,1
851,2,1,3,5,30.0,0,2,0,1
2840,1,1,3,15,60.0,0,2,1,1
1212,1,1,2,40,43.0,0,1,0,1
1678,1,2,2,20,27.0,22,3,0,1
411,2,2,3,35,30.0,0,1,0,1
3500,2,1,2,10,18.0,36,3,1,1
984,2,1,2,10,14.0,13,1,0,1
411,1,1,3,25,29.0,0,1,0,1
677,2,1,2,20,10.0,14,3,0,1
1478,1,2,2,15,41.0,7,3,0,1
1678,1,1,3,20,50.0,0,2,0,1
984,1,1,2,40,25.0,21,2,0,1
984,1,1,2,30,44.0,1,2,0,1
2267,1,2,2,40,55.0,0,2,0,1
1478,1,1,2,20,24.0,27,3,0,1
789,1,2,2,40,14.0,18,1,0,1
488,2,1,2,40,24.0,2,3,0,1
1212,1,1,3,40,51.0,0,2,0,1
850,2,2,3,20,38.0,0,3,2,1
1478,1,2,2,15,27.0,12,2,0,1
2139,1,1,2,15,26.0,12,1,1,1
150,1,1,2,40,16.0,2,3,0,1
1056,1,1,3,30,43.0,0,1,1,1
731,1,1,2,40,30.0,1,2,0,1
1212,1,1,2,30,28.0,15,2,1,1
1297,1,2,2,60,25.0,15,2,0,1
677,1,2,2,30,29.0,2,1,0,1
1212,2,1,2,30,38.0,21,1,0,1
625,2,1,2,40,27.0,8,2,0,1
2999,1,1,2,40,34.0,23,3,0,1
2840,2,1,2,20,40.0,11,1,0,1
1576,2,1,2,15,27.0,11,1,0,1
984,2,1,3,30,29.0,0,3,0,1
1212,1,1,2,20,30.0,11,1,0,1
677,1,2,2,20,15.0,11,2,0,1
1056,2,1,2,5,18.0,19,2,0,1
731,2,1,2,10,9.0,22,2,0,1
2688,2,2,3,20,53.0,0,3,0,1
1297,1,1,3,40,40.0,0,2,1,1
1785,1,2,3,10,34.0,0,3,0,1
1678,1,1,2,15,30.0,18,2,0,1
